route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
129,3,50016922,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193455,1097202,1,1
129,3,50016921,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193456,1097202,1,1
129,3,50016917,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193454,1097203,1,1
129,3,50016919,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193451,1097202,1,1
129,3,50016918,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193450,1097202,1,1
129,3,50016914,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193446,1097203,1,1
129,3,50016916,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193453,1097202,1,1
129,3,50016915,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193452,1097202,1,1
129,3,50016896,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193447,1097203,1,1
129,3,50016898,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193455,1097202,1,1
129,3,50016897,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193456,1097202,1,1
129,3,50016894,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193445,1097203,1,1
129,3,50016864,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193451,1097202,1,1
129,3,50016863,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193450,1097202,1,1
129,3,50016948,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193444,1097203,1,1
129,3,50016926,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193453,1097202,1,1
129,3,50016910,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193452,1097202,1,1
129,3,50016945,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193454,1097203,1,1
129,3,50016947,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193455,1097202,1,1
129,3,50016946,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193456,1097202,1,1
129,3,50016963,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193446,1097203,1,1
129,3,50016944,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193451,1097202,1,1
129,3,50016964,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193450,1097202,1,1
129,3,50016960,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193447,1097203,1,1
129,3,50016962,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193453,1097202,1,1
129,3,50016886,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193452,1097202,1,1
129,3,50016957,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193445,1097203,1,1
129,3,50016959,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193455,1097202,1,1
129,3,50016958,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193456,1097202,1,1
129,3,50016954,South - 129 McCowan North towards Kennedy Stn via Scarborough Centre Stn,,0,2193444,1097203,1,1
